loan_id,funded_amount,funded_date,duration years,treasury index,interest rate percent,payments,total past payments,loan balance,property value,purpose
LL0001096,1700000.0,2016-01-17,15,2.03,3.3280000000000003,12009.92,47,1135533.75,1952250.0,home
LL0001711,1692000.0,2015-08-26,30,2.18,3.778,7862.82,52,1283133.2,1951450.0,home
LL0001481,1690000.0,2015-07-25,30,2.27,3.8680000000000003,7940.24,53,1269167.2,1951050.0,investment property
LL0000534,1670000.0,2014-07-24,30,2.52,4.118,8086.86,65,1144354.09,1949350.0,commercial property
LL0001431,1644000.0,2013-02-27,30,1.91,3.508,7389.64,82,1038049.67,1948950.0,investment property
LL0000809,1720000.0,2014-01-25,30,2.75,4.348,8560.34,71,1112216.07,1948350.0,commercial property
LL0001515,1770000.0,2013-08-05,30,2.67,4.268,8726.0,76,1106824.16,1947000.0,investment property
LL0001090,1704000.0,2013-04-24,30,1.73,3.3280000000000003,7489.06,80,1104875.35,1946150.0,investment property
LL0000384,1824000.0,2019-12-04,30,1.77,3.3680000000000003,8056.77,0,1824000.0,1945400.0,commercial property
LL0001398,1640000.0,2013-04-17,30,1.73,3.3280000000000003,7207.78,80,1063377.69,1942500.0,commercial property
LL0001523,1800000.0,2012-03-13,15,2.14,3.438,12813.15,93,608376.92,1942500.0,investment property
LL0001435,1660000.0,2014-06-08,30,2.6,4.198,8115.75,66,1124360.67,1941650.0,investment property
LL0000217,1860000.0,2018-11-16,30,3.08,4.678,9622.08,13,1734912.91,1940550.0,investment property
LL0000783,1788000.0,2018-03-22,30,2.83,4.428,8983.2,21,1599352.75,1940500.0,home
LL0001277,1730000.0,2018-05-02,30,2.97,4.5680000000000005,8835.69,19,1562121.83,1940450.0,home
LL0000817,1872000.0,2019-07-18,30,2.04,3.638,8550.98,5,1829245.08,1940350.0,investment property
LL0001519,1750000.0,2016-03-06,30,1.88,3.478,7836.81,45,1397343.7,1939800.0,commercial property
LL0000833,1860000.0,2019-01-12,30,2.71,4.308,9213.35,11,1758653.17,1937700.0,home
LL0000906,1830000.0,2014-03-13,30,2.66,4.258,9011.07,69,1208235.98,1936000.0,home
LL0001240,1680000.0,2012-07-23,15,1.47,2.7680000000000002,11415.24,89,664043.75,1935900.0,commercial property
LL0000101,1730000.0,2018-09-18,30,3.05,4.648,8918.44,15,1596223.35,1933500.0,home
LL0000483,1700000.0,2013-10-16,30,2.69,4.288,8400.84,74,1078337.83,1933400.0,investment property
LL0001545,1680000.0,2016-01-05,30,2.25,3.8480000000000003,7874.06,47,1309919.2,1932850.0,commercial property
LL0001737,1860000.0,2016-02-02,30,1.87,3.468,8319.04,46,1477324.07,1931450.0,investment property
LL0001468,1810000.0,2019-12-05,30,1.8,3.398,8025.0,0,1810000.0,1931350.0,home
LL0001366,1690000.0,2013-05-24,30,2.01,3.608,7691.11,79,1082402.66,1930650.0,commercial property
LL0000294,1800000.0,2016-03-20,30,1.88,3.478,8060.72,45,1437267.8,1929100.0,home
LL0001723,1730000.0,2018-12-27,30,2.77,4.368,8630.49,12,1626434.08,1928500.0,investment property
LL0001554,1810000.0,2013-08-09,15,2.57,3.8680000000000003,13268.94,76,801560.66,1926800.0,commercial property
LL0001483,1640000.0,2014-04-07,30,2.71,4.308,8123.6,68,1087595.37,1924750.0,commercial property
LL0001662,1668000.0,2015-11-08,30,2.34,3.938,7903.78,49,1280714.68,1923750.0,investment property
LL0001391,1710000.0,2014-11-25,30,2.27,3.8680000000000003,8034.21,61,1219913.26,1923150.0,investment property
LL0000098,1900000.0,2018-09-26,30,3.06,4.658,9806.21,15,1752906.83,1923100.0,home
LL0001694,1860000.0,2019-11-19,30,1.79,3.388,8236.38,1,1851763.62,1922150.0,investment property
LL0000142,1848000.0,2019-04-26,30,2.51,4.1080000000000005,8938.08,8,1776495.33,1920500.0,investment property
LL0000245,1740000.0,2016-09-14,30,1.6976,3.2960000000000003,7616.59,39,1442953.06,1920200.0,home
LL0000936,1812000.0,2017-05-28,30,2.2465,3.845,8489.63,31,1548821.41,1919400.0,investment property
LL0000546,1660000.0,2015-10-15,30,2.04,3.638,7582.6,50,1280869.85,1916950.0,commercial property
LL0000582,1632000.0,2014-05-11,15,2.62,3.918,12004.75,67,827681.45,1915050.0,home
LL0000935,1710000.0,2012-01-24,30,2.08,3.678,7849.58,95,964290.26,1914950.0,investment property
LL0001401,1710000.0,2018-09-13,30,2.97,4.5680000000000005,8733.55,15,1578996.8,1913750.0,home
LL0001681,1610000.0,2013-03-23,15,1.93,3.228,11295.76,81,695043.42,1913750.0,home
LL0000981,1830000.0,2018-10-01,30,3.09,4.688,9477.88,15,1687831.84,1912850.0,investment property
LL0000088,1840000.0,2016-02-20,30,1.76,3.358,8117.27,46,1466605.79,1910550.0,home
LL0001555,1730000.0,2016-09-26,30,1.5839,3.182,7464.66,39,1438878.43,1909600.0,commercial property
LL0000259,1860000.0,2017-04-26,30,2.3035,3.9019999999999997,8775.16,32,1579194.88,1909000.0,commercial property
LL0001660,1788000.0,2013-06-10,30,2.22,3.818,8349.65,78,1136727.36,1907800.0,home
LL0000784,1780000.0,2016-05-03,30,1.81,3.408,7901.86,43,1440219.85,1906900.0,commercial property
LL0000501,1830000.0,2015-10-20,30,2.08,3.678,8400.42,50,1409978.82,1906700.0,home
LL0000550,1850000.0,2016-12-02,30,2.3831,3.9810000000000003,8811.93,36,1532770.5,1906250.0,investment property
LL0001527,1660000.0,2013-02-11,30,1.99,3.588,7535.92,82,1042054.25,1905750.0,investment property
LL0001637,1630000.0,2014-10-08,30,2.35,3.948,7733.08,62,1150548.82,1905550.0,commercial property
LL0001374,1840000.0,2019-09-24,30,1.64,3.238,7995.68,3,1816012.95,1904950.0,investment property
LL0000121,1700000.0,2015-05-09,30,2.16,3.758,7880.68,55,1266562.37,1904900.0,investment property
LL0001600,1810000.0,2014-11-07,30,2.32,3.918,8555.87,61,1288091.91,1904050.0,home
LL0000096,1800000.0,2017-08-11,30,2.1888,3.787,8373.92,28,1565530.32,1903650.0,investment property
LL0001034,1690000.0,2015-01-11,30,1.98,3.5780000000000003,7662.63,59,1237904.87,1900800.0,investment property
LL0000628,1824000.0,2015-10-19,15,2.04,3.338,12894.83,50,1179258.32,1900750.0,commercial property
LL0000747,1660000.0,2016-10-17,30,1.766,3.364,7328.69,38,1381509.66,1898550.0,commercial property
LL0001283,1770000.0,2016-04-11,30,1.73,3.3280000000000003,7779.13,44,1427718.4,1898000.0,commercial property
LL0001487,1788000.0,2017-07-08,30,2.3856,3.984,8519.7,29,1540928.68,1893350.0,investment property
LL0001163,1680000.0,2018-03-21,30,2.89,4.488,8500.34,21,1501492.89,1892550.0,commercial property
LL0000184,1720000.0,2013-11-26,30,2.71,4.308,8519.87,73,1098049.45,1891350.0,investment property
LL0000859,1870000.0,2018-11-24,30,3.05,4.648,9640.17,13,1744677.83,1890150.0,home
LL0000645,1750000.0,2015-08-15,30,2.2,3.798,8152.26,52,1326082.41,1890000.0,investment property
LL0000632,1690000.0,2015-08-18,30,2.2,3.798,7872.76,52,1280616.73,1889850.0,home
LL0001548,1710000.0,2016-09-22,30,1.6183,3.217,7411.09,39,1420967.4,1889800.0,home
LL0001670,1690000.0,2018-12-04,30,2.91,4.508,8571.02,12,1587147.8,1889650.0,home
LL0001575,1790000.0,2017-12-07,30,2.37,3.968,8512.74,24,1585694.14,1887750.0,home
LL0000711,1630000.0,2015-10-18,30,2.04,3.638,7445.57,50,1257721.6,1886800.0,investment property
LL0000119,1632000.0,2012-08-21,15,1.8,3.0980000000000003,11347.37,88,633431.24,1886450.0,commercial property
LL0000725,1830000.0,2016-11-28,30,2.3124,3.911,8643.06,37,1510206.61,1886450.0,commercial property
LL0000682,1790000.0,2014-09-28,30,2.54,4.138,8688.76,63,1242608.42,1886050.0,home
LL0001218,1728000.0,2014-10-06,30,2.43,4.0280000000000005,8277.65,62,1214785.41,1883650.0,home
LL0001580,1780000.0,2017-09-03,30,2.1657,3.764,8257.6,27,1557044.68,1882500.0,commercial property
LL0000212,1720000.0,2014-05-25,30,2.54,4.138,8348.97,67,1160618.91,1882350.0,investment property
LL0001151,1728000.0,2018-02-17,30,2.87,4.468,8722.7,22,1536100.66,1882150.0,commercial property
LL0000572,1752000.0,2016-03-23,30,1.88,3.478,7845.76,45,1398940.66,1880950.0,home
LL0000757,1790000.0,2015-01-15,15,1.77,3.068,12420.04,59,1057217.86,1880600.0,commercial property
LL0001070,1716000.0,2014-04-18,30,2.73,4.328,8520.23,68,1136624.29,1880200.0,commercial property
LL0001513,1820000.0,2016-09-23,30,1.6184,3.217,7887.83,39,1512374.65,1879750.0,home
LL0001423,1860000.0,2019-01-04,30,2.67,4.268,9169.69,11,1759133.38,1878100.0,home
LL0000506,1740000.0,2012-08-15,30,1.8,3.398,7714.64,88,1061111.33,1874750.0,home
LL0000647,1720000.0,2014-11-01,30,2.35,3.948,8160.06,62,1214076.06,1874350.0,home
LL0001155,1610000.0,2012-02-20,30,2.01,3.608,7327.03,94,921259.22,1873600.0,commercial property
LL0000780,1740000.0,2019-04-23,30,2.57,4.168,8476.43,8,1672188.54,1872650.0,home
LL0001682,1730000.0,2018-10-17,30,3.19,4.788,9064.17,14,1603101.67,1872050.0,home
LL0001502,1752000.0,2013-06-07,30,2.17,3.7680000000000002,8131.69,78,1117728.16,1871950.0,investment property
LL0000463,1610000.0,2012-04-04,30,2.25,3.8480000000000003,7545.97,92,915770.41,1871400.0,commercial property
LL0000150,1740000.0,2016-02-09,30,1.74,3.338,7656.88,46,1387783.44,1871100.0,investment property
LL0001464,1716000.0,2014-10-24,30,2.29,3.888,8082.03,62,1214913.91,1870750.0,home
LL0000181,1820000.0,2017-05-27,30,2.2465,3.845,8527.11,31,1555659.47,1867450.0,home
LL0000148,1690000.0,2013-08-24,30,2.82,4.418,8480.84,76,1045456.31,1866050.0,commercial property
LL0001024,1700000.0,2014-03-14,30,2.65,4.248,8360.99,69,1123091.84,1865950.0,home
LL0000871,1570000.0,2013-08-28,30,2.78,4.378,7841.56,76,974041.68,1865850.0,commercial property
LL0001002,1670000.0,2019-03-27,30,2.39,3.988,7961.29,9,1598348.42,1864000.0,investment property
LL0001148,1770000.0,2018-02-24,30,2.88,4.478,8945.21,22,1573205.43,1863800.0,commercial property
LL0001415,1632000.0,2017-03-07,30,2.5179,4.1160000000000005,7900.95,33,1371268.57,1863500.0,home
LL0001666,1788000.0,2019-03-17,30,2.59,4.188,8731.11,9,1709420.02,1862500.0,commercial property
LL0000287,1692000.0,2014-02-01,30,2.67,4.268,8341.46,71,1099756.17,1860000.0,investment property
LL0000914,1670000.0,2016-05-04,30,1.79,3.388,7395.03,43,1352013.74,1856850.0,home
LL0001703,1644000.0,2018-03-18,30,2.85,4.448,8279.19,21,1470137.04,1856700.0,home
LL0001497,1750000.0,2014-03-04,30,2.7,4.298,8658.2,69,1152584.53,1856450.0,investment property
LL0000925,1710000.0,2012-01-16,30,1.89,3.488,7667.21,95,981614.64,1855350.0,investment property
LL0000498,1670000.0,2019-10-11,30,1.76,3.358,7367.3,2,1655265.4,1854100.0,investment property
LL0001019,1760000.0,2014-11-12,30,2.37,3.968,8370.07,61,1249425.58,1853800.0,home
LL0000099,1740000.0,2013-11-12,30,2.8,4.398,8711.18,73,1104083.54,1852050.0,commercial property
LL0001577,1650000.0,2018-11-07,15,3.22,4.518,12637.57,13,1485711.54,1851000.0,investment property
LL0001323,1644000.0,2018-07-16,30,2.85,4.448,8279.19,17,1503253.79,1850700.0,commercial property
LL0001645,1596000.0,2016-02-08,15,1.75,3.048,11058.56,46,1087306.03,1847150.0,home
LL0001474,1600000.0,2013-03-17,30,2.01,3.608,7281.52,81,1010196.88,1844050.0,investment property
LL0001394,1584000.0,2015-08-16,30,2.2,3.798,7378.96,52,1200294.02,1843950.0,commercial property
LL0000621,1740000.0,2017-08-20,30,2.1939,3.792,8099.74,28,1513207.4,1843200.0,home
LL0000336,1704000.0,2012-06-13,15,1.61,2.908,11692.26,90,651696.51,1841900.0,home
LL0000362,1690000.0,2018-05-07,30,2.95,4.548,8611.25,19,1526386.27,1840200.0,investment property
LL0000994,1740000.0,2014-07-15,30,2.56,4.158,8466.3,65,1189690.53,1839800.0,commercial property
LL0001476,1770000.0,2016-03-07,30,1.91,3.508,7956.0,45,1411980.12,1839750.0,home
LL0001360,1596000.0,2016-07-07,30,1.4,2.998,6727.08,41,1320189.76,1839650.0,investment property
LL0001700,1764000.0,2015-11-17,30,2.25,3.8480000000000003,8267.76,49,1358879.63,1839300.0,commercial property
LL0001680,1680000.0,2017-11-08,15,2.3343,3.633,12120.05,25,1376998.69,1839200.0,investment property
LL0001222,1600000.0,2013-07-03,30,2.52,4.118,7747.89,77,1003412.47,1838650.0,investment property
LL0000494,1630000.0,2015-03-07,30,2.24,3.838,7630.41,57,1195066.74,1838050.0,investment property
LL0001184,1620000.0,2014-08-20,15,2.43,3.728,11763.33,64,867146.88,1838000.0,investment property
LL0001531,1750000.0,2015-03-11,30,2.11,3.708,8062.87,57,1290416.25,1837850.0,commercial property
LL0000781,1620000.0,2014-09-02,15,2.42,3.718,11755.3,63,879415.99,1837350.0,home
LL0000432,1610000.0,2014-02-27,30,2.65,4.248,7918.35,70,1055715.69,1836700.0,commercial property
LL0001619,1710000.0,2019-09-22,15,1.74,3.0380000000000003,11840.22,3,1674479.33,1835050.0,commercial property
LL0001613,1600000.0,2013-09-26,15,2.66,3.958,11801.36,75,714898.03,1834400.0,home
LL0001139,1530000.0,2013-04-06,30,1.72,3.319,6715.89,80,992728.72,1833050.0,home
LL0001085,1740000.0,2018-03-17,30,2.85,4.448,8762.64,21,1555984.46,1832750.0,investment property
LL0000084,1570000.0,2012-03-17,30,2.31,3.908,7412.39,93,880647.89,1832300.0,commercial property
LL0001664,1650000.0,2013-05-19,15,1.95,3.248,11592.43,79,734197.96,1830900.0,commercial property
LL0001427,1680000.0,2018-06-26,30,2.88,4.478,8490.37,18,1527173.4,1827700.0,home
LL0001254,1630000.0,2012-06-17,15,1.6,2.898,11176.69,90,624097.79,1827700.0,investment property
LL0000211,1640000.0,2013-01-24,30,1.88,3.478,7344.21,83,1030430.78,1826650.0,commercial property
LL0000349,1690000.0,2012-08-22,15,1.71,3.008,11677.33,88,662394.68,1824400.0,home
LL0000074,1600000.0,2014-06-13,30,2.6,4.198,7822.41,66,1083721.13,1821400.0,commercial property
LL0000577,1630000.0,2016-02-14,30,1.74,3.338,7172.83,46,1300050.0,1820850.0,investment property
LL0000369,1730000.0,2018-05-02,30,2.97,4.5680000000000005,8835.69,19,1562121.83,1820450.0,home
LL0001603,1620000.0,2012-06-07,30,1.66,3.258,7057.46,90,984828.85,1818200.0,home
LL0001606,1720000.0,2014-08-19,30,2.4,3.998,8209.56,64,1194588.16,1818050.0,home
LL0000484,1550000.0,2015-04-14,30,1.9,3.4989999999999997,6958.46,56,1160326.11,1816150.0,home
LL0000687,1760000.0,2017-01-04,30,2.439,4.037,8440.1,35,1464596.67,1814600.0,home
LL0001137,1700000.0,2017-01-18,15,2.4296,3.728,12344.24,35,1267951.77,1813900.0,commercial property
LL0000451,1716000.0,2014-08-24,30,2.4,3.998,8190.47,64,1191810.05,1813800.0,investment property
LL0001022,1640000.0,2017-02-09,30,2.3948,3.9930000000000003,7822.99,34,1374018.21,1812800.0,commercial property
LL0001581,1608000.0,2015-07-24,30,2.27,3.8680000000000003,7554.98,53,1207586.31,1809100.0,commercial property
LL0001001,1572000.0,2016-12-08,30,2.4071,4.006,7510.41,36,1301625.34,1807950.0,commercial property
LL0001535,1610000.0,2015-10-14,30,1.99,3.588,7308.94,50,1244553.09,1807000.0,commercial property
LL0000286,1680000.0,2013-01-23,30,1.86,3.458,7504.62,83,1057116.65,1806700.0,commercial property
LL0001349,1680000.0,2019-11-11,30,1.94,3.5380000000000003,7579.63,1,1672420.37,1802550.0,home
LL0001040,1740000.0,2016-08-07,30,1.59,3.188,7513.51,40,1439459.68,1802100.0,commercial property
LL0001686,1610000.0,2012-10-13,30,1.69,3.2880000000000003,7040.44,86,1004521.87,1801800.0,commercial property
LL0001350,1610000.0,2012-10-22,15,1.83,3.128,11217.75,86,645273.86,1801350.0,commercial property
LL0001661,1660000.0,2012-04-22,30,1.99,3.588,7535.92,92,966695.01,1800500.0,home
LL0000542,1608000.0,2012-11-04,30,1.75,3.3480000000000003,7084.9,85,1005783.8,1798700.0,investment property
LL0000189,1610000.0,2019-10-01,30,1.65,3.248,7005.05,3,1588984.84,1794600.0,home
LL0000901,1720000.0,2019-04-24,15,2.53,3.8280000000000003,12574.89,8,1619400.88,1792600.0,home
LL0001215,1656000.0,2015-11-04,30,2.25,3.8480000000000003,7761.57,49,1275682.92,1791950.0,investment property
LL0000701,1590000.0,2012-04-01,30,2.23,3.8280000000000003,7434.09,93,898629.79,1791550.0,investment property
LL0000890,1660000.0,2012-10-21,30,1.79,3.388,7350.75,86,1027835.69,1791400.0,home
LL0000719,1650000.0,2015-07-22,15,2.33,3.628,11899.55,53,1019323.85,1791200.0,home
LL0001738,1550000.0,2016-08-27,30,1.6296,3.228,6727.0,40,1280920.13,1791100.0,home
LL0001478,1710000.0,2018-11-26,30,3.07,4.668,8835.85,13,1595133.99,1790050.0,commercial property
LL0000742,1590000.0,2012-05-06,30,1.91,3.508,7146.91,91,939630.93,1789800.0,home
LL0000751,1520000.0,2015-02-02,30,1.68,3.279,6638.52,58,1134966.01,1789700.0,commercial property
LL0000208,1540000.0,2016-03-20,30,1.88,3.4789999999999996,6896.39,45,1229662.45,1789100.0,home
LL0001103,1500000.0,2014-01-21,30,2.85,4.449,7554.89,71,963602.61,1788550.0,commercial property
LL0001247,1780000.0,2019-07-22,30,2.05,3.648,8140.77,5,1739296.13,1788150.0,commercial property
LL0001372,1690000.0,2017-12-06,30,2.33,3.928,7998.33,24,1498040.17,1787800.0,investment property
LL0000733,1580000.0,2018-06-26,30,2.88,4.478,7984.99,18,1436270.22,1787700.0,commercial property
LL0001196,1690000.0,2014-11-01,15,2.35,3.648,12204.72,62,933307.59,1784350.0,commercial property
LL0001303,1608000.0,2013-08-27,30,2.72,4.3180000000000005,7974.54,76,1001935.14,1783900.0,home
LL0000102,1560000.0,2014-04-27,15,2.68,3.978,11521.94,68,776508.04,1783750.0,commercial property
LL0000959,1520000.0,2015-06-12,30,2.39,3.989,7246.2,54,1128705.15,1783200.0,investment property
LL0001138,1668000.0,2016-12-24,30,2.5373,4.136,8094.62,36,1376593.64,1783150.0,commercial property
LL0000570,1536000.0,2013-01-16,30,1.84,3.4389999999999996,6844.28,83,967925.01,1783050.0,home
LL0001706,1690000.0,2014-12-08,30,2.26,3.858,7930.58,60,1214165.07,1782500.0,home
LL0000066,1620000.0,2017-09-17,30,2.2023,3.801,7549.43,27,1416165.35,1781800.0,investment property
LL0001205,1660000.0,2019-11-28,30,1.77,3.3680000000000003,7332.37,1,1652667.63,1781700.0,home
LL0000073,1490000.0,2013-12-12,30,2.89,4.489,7539.88,72,947128.95,1780550.0,home
LL0001507,1476000.0,2013-05-15,30,1.94,3.5389999999999997,6660.07,79,949854.15,1777100.0,home
LL0000280,1770000.0,2019-10-26,30,1.8,3.398,7847.66,2,1754304.69,1773350.0,home
LL0000288,1580000.0,2016-01-07,30,2.16,3.758,7324.4,47,1235753.17,1772750.0,commercial property
LL0000242,1690000.0,2015-07-15,30,2.36,3.958,8027.45,53,1264545.08,1771550.0,commercial property
LL0000289,1590000.0,2016-09-12,15,1.6629,2.9610000000000003,10950.45,39,1162932.48,1770300.0,investment property
LL0001542,1668000.0,2017-09-10,30,2.0507,3.6489999999999996,7629.49,27,1462003.9,1770150.0,investment property
LL0001048,1460000.0,2012-11-25,30,1.7,3.299,6393.34,85,916565.92,1769650.0,home
LL0000316,1600000.0,2017-05-15,30,2.3433,3.9419999999999997,7585.24,31,1364857.52,1768050.0,investment property
LL0000637,1596000.0,2017-03-12,30,2.5745,4.173,7779.58,33,1339273.74,1767250.0,commercial property
LL0001736,1540000.0,2017-06-22,30,2.1477,3.7460000000000004,7128.49,30,1326145.45,1766150.0,commercial property
LL0001546,1560000.0,2012-01-03,30,1.97,3.568,7064.45,95,888877.63,1766000.0,home
LL0001533,1600000.0,2017-07-15,30,2.3319,3.93,7574.22,29,1380347.72,1765000.0,investment property
LL0001433,1660000.0,2014-04-08,30,2.69,4.288,8203.17,68,1102184.22,1764700.0,investment property
LL0001307,1490000.0,2014-11-02,30,2.35,3.949,7069.75,61,1058745.34,1764300.0,home
LL0000785,1710000.0,2017-01-11,15,2.3721,3.67,12367.75,35,1277128.9,1764250.0,home
LL0001126,1550000.0,2014-12-18,30,2.22,3.819,7238.23,60,1115706.16,1762000.0,home
LL0000710,1668000.0,2014-11-18,30,2.32,3.918,7884.64,61,1187037.19,1761500.0,commercial property
LL0001722,1560000.0,2015-07-18,30,2.34,3.938,7392.03,53,1168222.6,1761400.0,investment property
LL0000927,1590000.0,2013-12-15,30,2.88,4.478,8035.53,72,1011442.17,1760400.0,home
LL0001377,1572000.0,2013-01-02,30,1.86,3.458,7022.18,83,989159.15,1759750.0,home
LL0000320,1650000.0,2017-04-17,30,2.2498,3.8480000000000003,7733.45,32,1402529.56,1759450.0,home
LL0000965,1584000.0,2016-12-23,30,2.5373,4.136,7686.98,36,1307268.78,1759200.0,home
LL0001311,1680000.0,2015-09-25,30,2.17,3.7680000000000002,7797.51,51,1282326.93,1757950.0,investment property
LL0001053,1520000.0,2013-08-20,30,2.82,4.419,7627.74,76,940292.07,1756250.0,investment property
LL0000600,1560000.0,2012-07-21,30,1.49,3.088,6651.29,89,968034.97,1756000.0,home
LL0001214,1670000.0,2018-08-03,30,2.95,4.548,8509.34,16,1533850.55,1755800.0,home
LL0000269,1630000.0,2019-10-09,30,1.59,3.188,7038.52,2,1615922.97,1754200.0,investment property
LL0000584,1572000.0,2019-11-26,30,1.74,3.338,6917.6,1,1565082.4,1753800.0,commercial property
LL0000694,1530000.0,2014-05-05,30,2.63,4.229,7506.99,67,1027031.81,1753350.0,investment property
LL0000468,1590000.0,2017-08-22,15,2.2131,3.512,11376.0,28,1271471.87,1753100.0,commercial property
LL0001362,1464000.0,2014-01-22,15,2.87,4.169,10953.43,71,686306.12,1752500.0,investment property
LL0001052,1740000.0,2019-05-01,30,2.52,4.118,8425.83,8,1672593.36,1752250.0,investment property
LL0001626,1570000.0,2019-11-19,30,1.79,3.388,6952.21,1,1563047.79,1752150.0,home
LL0000453,1660000.0,2014-12-17,30,2.14,3.738,7676.42,60,1199414.81,1752050.0,home
LL0000251,1500000.0,2012-10-16,30,1.75,3.3489999999999998,6609.87,86,931550.83,1751650.0,home
LL0000371,1570000.0,2013-05-10,15,1.9,3.198,10992.26,79,701611.15,1751350.0,commercial property
LL0001336,1596000.0,2014-10-23,30,2.29,3.888,7516.86,62,1129954.9,1750800.0,home
LL0000992,1550000.0,2012-06-24,30,1.69,3.2889999999999997,6778.07,90,939974.0,1747350.0,investment property
LL0000761,1590000.0,2014-09-12,30,2.62,4.218,7792.09,63,1099098.55,1746850.0,home
LL0000827,1632000.0,2013-10-07,30,2.65,4.248,8026.55,74,1038035.43,1745850.0,commercial property
LL0000979,1540000.0,2018-08-09,15,2.93,4.229,11567.95,16,1354912.83,1745500.0,commercial property
LL0001477,1460000.0,2014-03-23,30,2.75,4.349,7267.19,69,958563.73,1745500.0,commercial property
LL0001209,1460000.0,2014-03-24,30,2.74,4.3389999999999995,7258.6,69,959156.82,1745450.0,commercial property
LL0001198,1656000.0,2018-05-22,30,3.06,4.658,8546.89,19,1493609.14,1745450.0,investment property
LL0000604,1560000.0,2016-07-03,30,1.46,3.0580000000000003,6625.92,41,1288337.22,1743850.0,commercial property
LL0001518,1710000.0,2018-03-12,30,2.87,4.468,8631.84,21,1528731.45,1743000.0,commercial property
LL0001371,1728000.0,2019-03-15,30,2.59,4.188,8438.12,9,1652056.93,1742600.0,home
LL0000431,1524000.0,2014-08-17,30,2.34,3.9389999999999996,7221.44,64,1061827.77,1742150.0,commercial property
LL0000283,1656000.0,2018-08-10,30,2.87,4.468,8359.25,16,1522251.98,1741450.0,home
LL0000652,1560000.0,2013-05-16,30,1.87,3.468,6977.26,79,1008796.38,1741050.0,investment property
LL0001023,1560000.0,2013-05-25,30,2.01,3.608,7099.48,79,999140.92,1740600.0,commercial property
LL0001091,1630000.0,2013-12-15,30,2.88,4.478,8237.68,72,1036887.25,1740400.0,home
LL0000770,1560000.0,2016-10-02,30,1.5944,3.193,6740.51,38,1303860.55,1739300.0,commercial property
LL0001041,1530000.0,2018-07-15,30,2.83,4.428999999999999,7686.97,17,1399321.54,1736750.0,commercial property
LL0001308,1600000.0,2015-10-21,30,2.04,3.638,7308.53,50,1234573.35,1736650.0,commercial property
LL0000970,1540000.0,2012-07-22,30,1.49,3.089,6566.02,89,955624.27,1735950.0,investment property
LL0001499,1428000.0,2013-01-03,15,1.92,3.219,10012.61,83,596953.48,1735700.0,commercial property
LL0000329,1572000.0,2017-08-14,30,2.2185,3.8169999999999997,7340.07,28,1366478.02,1735500.0,investment property
LL0000740,1596000.0,2012-05-18,30,1.71,3.3080000000000003,6996.8,91,959291.31,1735200.0,home
LL0001543,1530000.0,2012-02-03,15,1.97,3.2689999999999997,10764.22,94,518163.11,1734450.0,commercial property
LL0001643,1630000.0,2014-04-25,15,2.68,3.978,12038.95,68,811351.35,1733850.0,commercial property
LL0001296,1550000.0,2013-03-22,30,1.93,3.529,6984.44,81,984260.23,1733800.0,investment property
LL0000228,1600000.0,2015-12-25,15,2.25,3.548,11475.87,48,1049158.12,1733400.0,investment property
LL0000461,1632000.0,2014-07-05,30,2.65,4.248,8026.55,65,1110274.36,1732300.0,investment property
LL0000301,1510000.0,2014-06-28,30,2.54,4.138999999999999,7329.62,66,1026245.06,1730650.0,commercial property
LL0001388,1510000.0,2017-10-13,30,2.273,3.872,7097.13,26,1325474.74,1730500.0,home
LL0001116,1700000.0,2018-05-14,30,3.0,4.598,8712.92,19,1534454.47,1729850.0,home
LL0001043,1650000.0,2015-09-07,30,2.13,3.728,7620.82,51,1261337.98,1728850.0,home
LL0001121,1490000.0,2013-07-06,15,2.73,4.029,11043.02,77,639687.76,1728500.0,investment property
LL0000086,1700000.0,2018-06-14,30,2.94,4.538,8652.08,18,1544262.62,1728300.0,commercial property
LL0000314,1720000.0,2019-08-09,30,1.74,3.338,7568.87,4,1689724.51,1727250.0,home
LL0001199,1470000.0,2015-10-24,30,2.09,3.6889999999999996,6757.02,50,1132149.13,1726500.0,investment property
LL0000976,1510000.0,2014-10-28,30,2.3,3.8989999999999996,7120.46,62,1068531.49,1724550.0,commercial property
LL0001373,1490000.0,2017-01-25,15,2.5116,3.81,10880.02,35,1109199.28,1723550.0,investment property
LL0000576,1650000.0,2019-05-04,30,2.54,4.138,8009.19,7,1593935.69,1722100.0,investment property
LL0000213,1550000.0,2017-04-07,30,2.3822,3.9810000000000003,7382.97,32,1313745.0,1719950.0,home
LL0001156,1610000.0,2014-01-23,30,2.79,4.388,8050.84,71,1038390.19,1718450.0,investment property
LL0001514,1590000.0,2013-01-01,30,1.78,3.378,7031.97,84,999314.49,1717800.0,investment property
LL0000394,1430000.0,2014-02-08,30,2.71,4.309,7084.22,70,934104.54,1717650.0,commercial property
LL0001202,1520000.0,2015-10-05,30,2.07,3.6689999999999996,6968.82,50,1171559.05,1717450.0,home
LL0000240,1610000.0,2017-06-16,30,2.1514,3.75,7456.16,30,1386315.17,1716450.0,investment property
LL0000386,1430000.0,2014-03-26,30,2.71,4.309,7084.22,69,941188.76,1715350.0,home
LL0000666,1440000.0,2014-11-01,30,2.35,3.949,6832.51,62,1016384.46,1714350.0,investment property
